time,driver_id,request_id,action_code,synthetic_declined,actual_declined,intervened,reason,true_type,ptrue,rule_acc,long_trip,leaves_zone,home_ward,surge,pay,wait_time,travel_time,fare
29.0,3,0,0,False,False,True,accept,1000,0.055406421581408856,0.4858128431628177,0,0,0,1,2.029,116.0,202.0,2.029
149.0,2,1,0,False,False,True,accept,1100,0.05535699871120261,0.4857139974224052,0,0,0,1,2.395,106.0,239.0,2.395
269.0,6,2,0,False,False,True,accept,0000,0.05553800390825449,0.48607600781650906,0,0,0,1,1.613,122.0,161.0,1.613
509.0,7,3,0,False,False,True,accept,1000,0.05535879986669923,0.48571759973339845,0,0,0,1,2.375,106.0,237.0,2.375
629.0,8,4,0,False,False,True,accept,1000,0.055444426264762925,0.48588885252952585,0,0,0,1,1.867,39.0,186.0,1.867
749.0,6,5,0,False,False,True,accept,0000,0.052318853215407385,0.4796377064308147,0,0,0,1,0.24,56.0,24.0,0.24
989.0,6,6,0,False,False,True,accept,0000,0.045601365441237614,0.4662027308824752,0,0,0,1,1.774,141.0,177.0,1.774
1109.0,8,9,2,True,True,True,avoid_long,1000,0.0064107875462599976,0.5055813504098456,1,0,0,1,3.004,6.0,300.0,3.004
1109.0,5,8,0,False,False,True,accept,0101,0.06841587630638896,0.5118317526127779,0,0,0,1,0.785,122.0,78.0,0.785
1109.0,2,7,3,True,True,True,zone_loyal,1100,0.06679670265910616,0.553450137380686,0,1,0,1,0.694,186.0,69.0,0.694
1109.0,1,7,0,False,False,True,accept,1011,0.13409734916523988,0.6327554373269568,0,1,0,1,0.694,222.0,69.0,0.694
1109.0,2,9,2,True,True,True,avoid_long,1100,0.0027600571823956743,0.576992844390696,1,1,0,1,3.004,298.0,300.0,3.004
1109.0,7,9,2,True,True,True,avoid_long,1000,0.004543789547891282,0.44172528170789893,1,1,0,1,3.004,346.0,300.0,3.004
1109.0,3,9,2,True,True,True,avoid_long,1000,0.004550672460902621,0.44173330438185876,1,1,0,1,3.004,402.0,300.0,3.004
1109.0,4,9,0,False,False,True,accept,0011,0.18074404360520946,0.7122247605190701,1,1,0,1,3.004,403.0,300.0,3.004
1349.0,6,10,0,False,False,True,accept,0000,0.03923191351373825,0.45346382702747645,0,0,0,1,1.975,61.0,197.0,1.975
1349.0,7,12,0,False,False,True,accept,1000,0.003951260839580742,0.4410346345021632,0,0,0,1,0.437,87.0,43.0,0.437
1349.0,8,11,0,False,False,True,accept,1000,0.010578767413913927,0.624978107594558,0,1,0,1,0.68,200.0,68.0,0.68
1469.0,5,14,0,False,False,True,accept,0101,0.07495003235200799,0.524900064704016,0,0,0,1,1.205,4.0,120.0,1.205
1469.0,1,13,0,False,False,True,accept,1011,0.1478047209917888,0.6466282237658875,0,0,0,1,2.199,84.0,219.0,2.199
1589.0,4,15,0,False,False,True,accept,0011,0.19152786174098582,0.7179886398783261,0,0,0,1,1.085,70.0,108.0,1.085
1589.0,8,16,0,False,False,True,accept,1000,0.009021421657885977,0.6285851807687081,0,1,0,1,0.702,207.0,70.0,0.702
1709.0,5,18,0,False,False,True,accept,0101,0.08162196221586086,0.5382439244317218,0,0,0,1,2.091,11.0,209.0,2.091
1709.0,6,17,0,False,False,True,accept,0000,0.033350812149253346,0.4417016242985067,0,0,0,1,2.166,59.0,216.0,2.166
1829.0,8,19,0,False,False,True,accept,1000,0.007225148446725048,0.6276833853997722,0,0,0,1,1.79,40.0,179.0,1.79
1829.0,2,20,3,True,True,True,zone_loyal,1100,0.00019269909992921958,0.584324705656384,0,1,0,1,2.092,226.0,209.0,2.092
1829.0,4,20,0,False,False,True,accept,0011,0.23863402278880713,0.7430026406232302,0,1,0,1,2.092,237.0,209.0,2.092
1949.0,1,21,0,False,False,True,accept,1011,0.1607887446140507,0.6597689329484311,0,0,0,1,1.911,22.0,191.0,1.911
1949.0,2,22,2,True,True,True,avoid_long,1100,3.295652555059313e-06,0.6162798046071112,1,1,0,1,3.228,221.0,322.0,3.228
1949.0,4,22,0,False,False,True,accept,0011,0.2950488828309732,0.7725007869466693,1,1,0,1,3.228,223.0,322.0,3.228
2189.0,8,24,0,False,False,True,accept,1000,0.00579772710319937,0.6269667672655632,0,0,0,1,1.583,67.0,158.0,1.583
2189.0,4,23,0,False,False,True,accept,0011,0.3336465627258028,0.7918221683444104,1,0,0,1,3.367,149.0,336.0,3.367
2429.0,3,25,0,False,False,True,accept,1000,0.0036451127505967647,0.4406777904889827,0,0,0,1,1.778,47.0,177.0,1.778
2429.0,1,26,0,False,False,True,accept,1011,0.17278944514034353,0.6719144527187764,0,0,0,1,1.716,129.0,171.0,1.716
2549.0,8,28,0,False,False,True,accept,1000,0.004643423781216197,0.6263872644462573,0,0,0,1,1.67,86.0,167.0,1.67
2549.0,2,29,0,False,False,True,accept,1100,2.6359416666703056e-06,0.6162794614230114,0,0,0,1,1.591,96.0,159.0,1.591
2549.0,5,27,3,True,True,True,zone_loyal,0101,0.22032641097707012,0.7182082748838099,0,1,0,1,1.378,254.0,137.0,1.378
